# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	gammaInt_solver	gammaInt_initial	gammaInt_final	gammaInt_iters	gammaInt_converged	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged	ReThetat_solver	ReThetat_initial	ReThetat_final	ReThetat_iters	ReThetat_converged
627           	DILUPBiCGStab	7.842430e-06	2.377420e-08	1	1.269480e-05	1.048550e-07	1	false	DILUPBiCGStab	1.144560e-05	5.013380e-08	1	true	GAMG	1.021790e-05	7.352030e-08	7	true	DILUPBiCGStab	4.996770e-06	2.590250e-08	1	true	DILUPBiCGStab	1.231450e-07	2.343700e-09	1	true	DILUPBiCGStab	5.172000e-06	2.592830e-09	1	true
628           	DILUPBiCGStab	7.833480e-06	2.375450e-08	1	1.266820e-05	1.046020e-07	1	false	DILUPBiCGStab	1.142660e-05	5.014430e-08	1	true	GAMG	1.018880e-05	7.356510e-08	7	true	DILUPBiCGStab	4.995500e-06	2.588690e-08	1	true	DILUPBiCGStab	1.228860e-07	2.337290e-09	1	true	DILUPBiCGStab	5.175170e-06	2.589280e-09	1	true
629           	DILUPBiCGStab	7.824550e-06	2.373550e-08	1	1.264190e-05	1.043540e-07	1	false	DILUPBiCGStab	1.140780e-05	5.015480e-08	1	true	GAMG	1.016930e-05	7.360820e-08	7	true	DILUPBiCGStab	4.993820e-06	2.584390e-08	1	true	DILUPBiCGStab	1.226410e-07	2.330850e-09	1	true	DILUPBiCGStab	5.178250e-06	2.585150e-09	1	true
630           	DILUPBiCGStab	7.815640e-06	2.371700e-08	1	1.261600e-05	1.041110e-07	1	false	DILUPBiCGStab	1.138900e-05	5.016590e-08	1	true	GAMG	1.015650e-05	7.365250e-08	7	true	DILUPBiCGStab	4.992710e-06	2.581580e-08	1	true	DILUPBiCGStab	1.224010e-07	2.324420e-09	1	true	DILUPBiCGStab	5.180270e-06	2.580770e-09	1	true
631           	DILUPBiCGStab	7.806750e-06	2.369900e-08	1	1.259060e-05	1.038750e-07	1	false	DILUPBiCGStab	1.137040e-05	5.017860e-08	1	true	GAMG	1.016330e-05	7.370180e-08	7	true	DILUPBiCGStab	4.991880e-06	2.579360e-08	1	true	DILUPBiCGStab	1.221810e-07	2.318030e-09	1	true	DILUPBiCGStab	5.183460e-06	2.577570e-09	1	true
632           	DILUPBiCGStab	7.797900e-06	2.368110e-08	1	1.256570e-05	1.036450e-07	1	false	DILUPBiCGStab	1.135190e-05	5.020000e-08	1	true	GAMG	1.021900e-05	7.376130e-08	7	true	DILUPBiCGStab	4.990750e-06	2.577250e-08	1	true	DILUPBiCGStab	1.219710e-07	2.311740e-09	1	true	DILUPBiCGStab	5.187400e-06	2.575060e-09	1	true
633           	DILUPBiCGStab	7.789080e-06	2.366320e-08	1	1.254140e-05	1.034260e-07	1	false	DILUPBiCGStab	1.133350e-05	5.021740e-08	1	true	GAMG	1.029200e-05	7.381020e-08	7	true	DILUPBiCGStab	4.989980e-06	2.575260e-08	1	true	DILUPBiCGStab	1.217610e-07	2.305520e-09	1	true	DILUPBiCGStab	5.190620e-06	2.573170e-09	1	true
634           	DILUPBiCGStab	7.780300e-06	2.364630e-08	1	1.251730e-05	1.032090e-07	1	false	DILUPBiCGStab	1.131520e-05	5.022900e-08	1	true	GAMG	1.029120e-05	7.382850e-08	7	true	DILUPBiCGStab	4.989860e-06	2.572270e-08	1	true	DILUPBiCGStab	1.215550e-07	2.299400e-09	1	true	DILUPBiCGStab	5.192910e-06	2.570880e-09	1	true
635           	DILUPBiCGStab	7.771530e-06	2.363020e-08	1	1.249340e-05	1.030020e-07	1	false	DILUPBiCGStab	1.129690e-05	5.023790e-08	1	true	GAMG	1.026040e-05	7.383930e-08	7	true	DILUPBiCGStab	4.989420e-06	2.569730e-08	1	true	DILUPBiCGStab	1.213520e-07	2.293420e-09	1	true	DILUPBiCGStab	5.196300e-06	2.569040e-09	1	true
636           	DILUPBiCGStab	7.762780e-06	2.361450e-08	1	1.246980e-05	1.027990e-07	1	false	DILUPBiCGStab	1.127870e-05	5.024800e-08	1	true	GAMG	1.023900e-05	7.386120e-08	7	true	DILUPBiCGStab	4.989060e-06	2.567550e-08	1	true	DILUPBiCGStab	1.211490e-07	2.287580e-09	1	true	DILUPBiCGStab	5.199590e-06	2.566110e-09	1	true
637           	DILUPBiCGStab	7.754050e-06	2.359900e-08	1	1.244640e-05	1.025990e-07	1	false	DILUPBiCGStab	1.126050e-05	5.026180e-08	1	true	GAMG	1.021230e-05	7.390760e-08	7	true	DILUPBiCGStab	4.988830e-06	2.565510e-08	1	true	DILUPBiCGStab	1.209370e-07	2.281730e-09	1	true	DILUPBiCGStab	5.202950e-06	2.563890e-09	1	true
638           	DILUPBiCGStab	7.745310e-06	2.358300e-08	1	1.242420e-05	1.024240e-07	1	false	DILUPBiCGStab	1.124250e-05	5.027710e-08	1	true	GAMG	1.022470e-05	7.395970e-08	7	true	DILUPBiCGStab	4.988650e-06	2.563460e-08	1	true	DILUPBiCGStab	1.207210e-07	2.275950e-09	1	true	DILUPBiCGStab	5.206350e-06	2.562360e-09	1	true
639           	DILUPBiCGStab	7.736650e-06	2.356870e-08	1	1.240140e-05	1.022320e-07	1	false	DILUPBiCGStab	1.122450e-05	5.028960e-08	1	true	GAMG	1.024800e-05	7.402100e-08	7	true	DILUPBiCGStab	4.988820e-06	2.561700e-08	1	true	DILUPBiCGStab	1.205080e-07	2.270250e-09	1	true	DILUPBiCGStab	5.209750e-06	2.560780e-09	1	true
640           	DILUPBiCGStab	7.728020e-06	2.355480e-08	1	1.237870e-05	1.020430e-07	1	false	DILUPBiCGStab	1.120670e-05	5.030070e-08	1	true	GAMG	1.020690e-05	7.410260e-08	7	true	DILUPBiCGStab	4.988850e-06	2.559080e-08	1	true	DILUPBiCGStab	1.202990e-07	2.264660e-09	1	true	DILUPBiCGStab	5.212970e-06	2.556070e-09	1	true
641           	DILUPBiCGStab	7.719430e-06	2.354110e-08	1	1.235650e-05	1.018590e-07	1	false	DILUPBiCGStab	1.118890e-05	5.031100e-08	1	true	GAMG	1.016290e-05	7.421040e-08	7	true	DILUPBiCGStab	4.989440e-06	2.556990e-08	1	true	DILUPBiCGStab	1.200950e-07	2.259170e-09	1	true	DILUPBiCGStab	5.216420e-06	2.552930e-09	1	true
642           	DILUPBiCGStab	7.710850e-06	2.352780e-08	1	1.233490e-05	1.016820e-07	1	false	DILUPBiCGStab	1.117120e-05	5.032090e-08	1	true	GAMG	1.014090e-05	7.433320e-08	7	true	DILUPBiCGStab	4.989300e-06	2.554740e-08	1	true	DILUPBiCGStab	1.198950e-07	2.253790e-09	1	true	DILUPBiCGStab	5.219430e-06	2.550740e-09	1	true
643           	DILUPBiCGStab	7.702290e-06	2.351490e-08	1	1.231350e-05	1.015090e-07	1	false	DILUPBiCGStab	1.115360e-05	5.033050e-08	1	true	GAMG	1.012940e-05	7.445660e-08	7	true	DILUPBiCGStab	4.985980e-06	2.551630e-08	1	true	DILUPBiCGStab	1.196950e-07	2.248440e-09	1	true	DILUPBiCGStab	5.215700e-06	2.548700e-09	1	true
644           	DILUPBiCGStab	7.693740e-06	2.350230e-08	1	1.229230e-05	1.013430e-07	1	false	DILUPBiCGStab	1.113610e-05	5.034060e-08	1	true	GAMG	1.012120e-05	7.458200e-08	7	true	DILUPBiCGStab	4.982770e-06	2.548030e-08	1	true	DILUPBiCGStab	1.194930e-07	2.242960e-09	1	true	DILUPBiCGStab	5.220230e-06	2.546760e-09	1	true
645           	DILUPBiCGStab	7.685220e-06	2.349030e-08	1	1.227130e-05	1.011840e-07	1	false	DILUPBiCGStab	1.111870e-05	5.035290e-08	1	true	GAMG	1.011030e-05	7.470030e-08	7	true	DILUPBiCGStab	4.985020e-06	2.545510e-08	1	true	DILUPBiCGStab	1.192890e-07	2.237580e-09	1	true	DILUPBiCGStab	5.223520e-06	2.544800e-09	1	true
646           	DILUPBiCGStab	7.676690e-06	2.347810e-08	1	1.225090e-05	1.010310e-07	1	false	DILUPBiCGStab	1.110160e-05	5.036840e-08	1	true	GAMG	1.009430e-05	7.476580e-08	7	true	DILUPBiCGStab	4.990470e-06	2.543080e-08	1	true	DILUPBiCGStab	1.190840e-07	2.232000e-09	1	true	DILUPBiCGStab	5.226490e-06	2.542250e-09	1	true
647           	DILUPBiCGStab	7.668180e-06	2.346620e-08	1	1.223090e-05	1.008850e-07	1	false	DILUPBiCGStab	1.108450e-05	5.038220e-08	1	true	GAMG	1.007510e-05	7.484080e-08	7	true	DILUPBiCGStab	4.985450e-06	2.541130e-08	1	true	DILUPBiCGStab	1.189930e-07	2.227420e-09	1	true	DILUPBiCGStab	5.212290e-06	2.540420e-09	1	true
648           	DILUPBiCGStab	7.659680e-06	2.345470e-08	1	1.221140e-05	1.007430e-07	1	false	DILUPBiCGStab	1.106710e-05	5.039240e-08	1	true	GAMG	1.005300e-05	7.489790e-08	7	true	DILUPBiCGStab	4.971380e-06	2.537670e-08	1	true	DILUPBiCGStab	1.187920e-07	2.221620e-09	1	true	DILUPBiCGStab	5.222560e-06	2.538430e-09	1	true
649           	DILUPBiCGStab	7.651220e-06	2.344360e-08	1	1.219220e-05	1.006080e-07	1	false	DILUPBiCGStab	1.104970e-05	5.039980e-08	1	true	GAMG	1.004000e-05	7.494330e-08	7	true	DILUPBiCGStab	4.972560e-06	2.535810e-08	1	true	DILUPBiCGStab	1.185630e-07	2.216330e-09	1	true	DILUPBiCGStab	5.226080e-06	2.536120e-09	1	true
650           	DILUPBiCGStab	7.642810e-06	2.343290e-08	1	1.217360e-05	1.004810e-07	1	false	DILUPBiCGStab	1.103280e-05	5.040960e-08	1	true	GAMG	1.009070e-05	7.496950e-08	7	true	DILUPBiCGStab	4.972290e-06	2.532900e-08	1	true	DILUPBiCGStab	1.183000e-07	2.210860e-09	1	true	DILUPBiCGStab	5.230570e-06	2.533910e-09	1	true
651           	DILUPBiCGStab	7.634410e-06	2.342240e-08	1	1.215530e-05	1.003560e-07	1	false	DILUPBiCGStab	1.101570e-05	5.041900e-08	1	true	GAMG	1.014220e-05	7.499830e-08	7	true	DILUPBiCGStab	4.968120e-06	2.529660e-08	1	true	DILUPBiCGStab	1.180910e-07	2.205430e-09	1	true	DILUPBiCGStab	5.233620e-06	2.531730e-09	1	true
652           	DILUPBiCGStab	7.626000e-06	2.341240e-08	1	1.213700e-05	1.002360e-07	1	false	DILUPBiCGStab	1.099880e-05	5.042870e-08	1	true	GAMG	1.013030e-05	7.503910e-08	7	true	DILUPBiCGStab	4.965670e-06	2.526870e-08	1	true	DILUPBiCGStab	1.179700e-07	2.201030e-09	1	true	DILUPBiCGStab	5.235980e-06	2.528340e-09	1	true
653           	DILUPBiCGStab	7.617650e-06	2.340290e-08	1	1.211900e-05	1.001220e-07	1	false	DILUPBiCGStab	1.098200e-05	5.043930e-08	1	true	GAMG	1.010070e-05	7.508230e-08	7	true	DILUPBiCGStab	4.966160e-06	2.523980e-08	1	true	DILUPBiCGStab	1.176800e-07	2.195450e-09	1	true	DILUPBiCGStab	5.240180e-06	2.523950e-09	1	true
654           	DILUPBiCGStab	7.609340e-06	2.339360e-08	1	1.210140e-05	1.000140e-07	1	false	DILUPBiCGStab	1.096540e-05	5.045040e-08	1	true	GAMG	1.008100e-05	7.509360e-08	7	true	DILUPBiCGStab	4.963950e-06	2.521070e-08	1	true	DILUPBiCGStab	1.175720e-07	2.191180e-09	1	true	DILUPBiCGStab	5.241590e-06	2.521130e-09	1	true
655           	DILUPBiCGStab	7.601070e-06	2.338470e-08	1	1.208420e-05	9.991230e-08	1	false	DILUPBiCGStab	1.094860e-05	5.046060e-08	1	true	GAMG	1.007500e-05	7.511750e-08	7	true	DILUPBiCGStab	4.954840e-06	2.516790e-08	1	true	DILUPBiCGStab	1.173370e-07	2.185800e-09	1	true	DILUPBiCGStab	5.243990e-06	2.518000e-09	1	true
656           	DILUPBiCGStab	7.592810e-06	2.337620e-08	1	1.206720e-05	9.981480e-08	1	false	DILUPBiCGStab	1.093180e-05	5.046980e-08	1	true	GAMG	1.007680e-05	7.516500e-08	7	true	DILUPBiCGStab	4.959890e-06	2.514640e-08	1	true	DILUPBiCGStab	1.171820e-07	2.181330e-09	1	true	DILUPBiCGStab	5.246930e-06	2.514820e-09	1	true
657           	DILUPBiCGStab	7.584580e-06	2.336790e-08	1	1.205050e-05	9.972130e-08	1	false	DILUPBiCGStab	1.091550e-05	5.049020e-08	1	true	GAMG	1.008070e-05	7.522990e-08	7	true	DILUPBiCGStab	4.960730e-06	2.512230e-08	1	true	DILUPBiCGStab	1.169420e-07	2.176360e-09	1	true	DILUPBiCGStab	5.250120e-06	2.511430e-09	1	true
658           	DILUPBiCGStab	7.576380e-06	2.335980e-08	1	1.203400e-05	9.963200e-08	1	false	DILUPBiCGStab	1.089890e-05	5.050470e-08	1	true	GAMG	1.008410e-05	7.530820e-08	7	true	DILUPBiCGStab	4.955250e-06	2.508950e-08	1	true	DILUPBiCGStab	1.167660e-07	2.171210e-09	1	true	DILUPBiCGStab	5.256290e-06	2.508660e-09	1	true
659           	DILUPBiCGStab	7.568220e-06	2.335200e-08	1	1.201780e-05	9.954610e-08	1	false	DILUPBiCGStab	1.088240e-05	5.051520e-08	1	true	GAMG	1.008620e-05	7.536110e-08	7	true	DILUPBiCGStab	4.968950e-06	2.508230e-08	1	true	DILUPBiCGStab	1.165940e-07	2.166650e-09	1	true	DILUPBiCGStab	5.256540e-06	2.506300e-09	1	true
660           	DILUPBiCGStab	7.560060e-06	2.334400e-08	1	1.200180e-05	9.946340e-08	1	false	DILUPBiCGStab	1.086650e-05	5.052960e-08	1	true	GAMG	1.008030e-05	7.539610e-08	7	true	DILUPBiCGStab	4.966580e-06	2.506000e-08	1	true	DILUPBiCGStab	1.164280e-07	2.162230e-09	1	true	DILUPBiCGStab	5.260000e-06	2.504390e-09	1	true
661           	DILUPBiCGStab	7.551960e-06	2.333650e-08	1	1.198640e-05	9.939090e-08	1	false	DILUPBiCGStab	1.084940e-05	5.053620e-08	1	true	GAMG	1.015040e-05	7.545020e-08	7	true	DILUPBiCGStab	4.957300e-06	2.502210e-08	1	true	DILUPBiCGStab	1.163270e-07	2.158660e-09	1	true	DILUPBiCGStab	5.261760e-06	2.502700e-09	1	true
662           	DILUPBiCGStab	7.543900e-06	2.332910e-08	1	1.197080e-05	9.931270e-08	1	false	DILUPBiCGStab	1.083340e-05	5.054600e-08	1	true	GAMG	1.017710e-05	7.555070e-08	7	true	DILUPBiCGStab	4.953010e-06	2.499190e-08	1	true	DILUPBiCGStab	1.158410e-07	2.151130e-09	1	true	DILUPBiCGStab	5.263410e-06	2.500460e-09	1	true
663           	DILUPBiCGStab	7.535850e-06	2.332230e-08	1	1.195620e-05	9.924470e-08	1	false	DILUPBiCGStab	1.081730e-05	5.055450e-08	1	true	GAMG	1.021360e-05	7.567490e-08	7	true	DILUPBiCGStab	4.961970e-06	2.498190e-08	1	true	DILUPBiCGStab	1.157930e-07	2.147880e-09	1	true	DILUPBiCGStab	5.264730e-06	2.498120e-09	1	true
664           	DILUPBiCGStab	7.527850e-06	2.331550e-08	1	1.194120e-05	9.917740e-08	1	false	DILUPBiCGStab	1.080170e-05	5.056640e-08	1	true	GAMG	1.019880e-05	7.581240e-08	7	true	DILUPBiCGStab	4.961290e-06	2.495620e-08	1	true	DILUPBiCGStab	1.156090e-07	2.143760e-09	1	true	DILUPBiCGStab	5.267080e-06	2.494190e-09	1	true
665           	DILUPBiCGStab	7.519900e-06	2.330890e-08	1	1.192640e-05	9.911320e-08	1	false	DILUPBiCGStab	1.078500e-05	5.056980e-08	1	true	GAMG	1.014880e-05	7.593360e-08	7	true	DILUPBiCGStab	4.952730e-06	2.491560e-08	1	true	DILUPBiCGStab	1.155430e-07	2.140980e-09	1	true	DILUPBiCGStab	5.270220e-06	2.491420e-09	1	true
666           	DILUPBiCGStab	7.511930e-06	2.330230e-08	1	1.191170e-05	9.905240e-08	1	false	DILUPBiCGStab	1.076930e-05	5.057650e-08	1	true	GAMG	1.009970e-05	7.605460e-08	7	true	DILUPBiCGStab	4.952320e-06	2.489080e-08	1	true	DILUPBiCGStab	1.150800e-07	2.133340e-09	1	true	DILUPBiCGStab	5.272540e-06	2.488750e-09	1	true
667           	DILUPBiCGStab	7.504000e-06	2.329580e-08	1	1.189740e-05	9.899470e-08	1	false	DILUPBiCGStab	1.075320e-05	5.058210e-08	1	true	GAMG	1.006170e-05	7.614720e-08	7	true	DILUPBiCGStab	4.959930e-06	2.487660e-08	1	true	DILUPBiCGStab	1.150400e-07	2.130340e-09	1	true	DILUPBiCGStab	5.275140e-06	2.486130e-09	1	true
668           	DILUPBiCGStab	7.496090e-06	2.328950e-08	1	1.188330e-05	9.893820e-08	1	false	DILUPBiCGStab	1.073800e-05	5.059020e-08	1	true	GAMG	1.003500e-05	7.622400e-08	7	true	DILUPBiCGStab	4.959380e-06	2.486170e-08	1	true	DILUPBiCGStab	1.148040e-07	2.125830e-09	1	true	DILUPBiCGStab	5.277750e-06	2.483780e-09	1	true
669           	DILUPBiCGStab	7.488210e-06	2.328340e-08	1	1.186930e-05	9.888670e-08	1	false	DILUPBiCGStab	1.072210e-05	5.059780e-08	1	true	GAMG	1.000880e-05	7.633190e-08	7	true	DILUPBiCGStab	4.951790e-06	2.482730e-08	1	true	DILUPBiCGStab	1.147080e-07	2.121430e-09	1	true	DILUPBiCGStab	5.280130e-06	2.479940e-09	1	true
670           	DILUPBiCGStab	7.480370e-06	2.327740e-08	1	1.185570e-05	9.883880e-08	1	false	DILUPBiCGStab	1.070600e-05	5.060120e-08	1	true	GAMG	9.988170e-06	7.644240e-08	7	true	DILUPBiCGStab	4.946600e-06	2.479660e-08	1	true	DILUPBiCGStab	1.146050e-07	2.118400e-09	1	true	DILUPBiCGStab	5.282700e-06	2.477450e-09	1	true
671           	DILUPBiCGStab	7.472520e-06	2.327130e-08	1	1.184220e-05	9.879400e-08	1	false	DILUPBiCGStab	1.069080e-05	5.060860e-08	1	true	GAMG	9.979460e-06	7.658350e-08	7	true	DILUPBiCGStab	4.950630e-06	2.478440e-08	1	true	DILUPBiCGStab	1.141890e-07	2.112090e-09	1	true	DILUPBiCGStab	5.284460e-06	2.474670e-09	1	true
672           	DILUPBiCGStab	7.464700e-06	2.326550e-08	1	1.182910e-05	9.875330e-08	1	false	DILUPBiCGStab	1.067520e-05	5.061660e-08	1	true	GAMG	9.988800e-06	7.671360e-08	7	true	DILUPBiCGStab	4.947380e-06	2.475760e-08	1	true	DILUPBiCGStab	1.141630e-07	2.109200e-09	1	true	DILUPBiCGStab	5.287330e-06	2.472830e-09	1	true
673           	DILUPBiCGStab	7.456940e-06	2.325980e-08	1	1.181620e-05	9.871690e-08	1	false	DILUPBiCGStab	1.065890e-05	5.062180e-08	1	true	GAMG	9.986570e-06	7.680790e-08	7	true	DILUPBiCGStab	4.947760e-06	2.473430e-08	1	true	DILUPBiCGStab	1.140970e-07	2.107730e-09	1	true	DILUPBiCGStab	5.291790e-06	2.470440e-09	1	true
674           	DILUPBiCGStab	7.449130e-06	2.325360e-08	1	1.180380e-05	9.868520e-08	1	false	DILUPBiCGStab	1.064430e-05	5.063860e-08	1	true	GAMG	9.975800e-06	7.693850e-08	7	true	DILUPBiCGStab	4.946060e-06	2.469690e-08	1	true	DILUPBiCGStab	1.135780e-07	2.099280e-09	1	true	DILUPBiCGStab	5.280540e-06	2.467140e-09	1	true
675           	DILUPBiCGStab	7.441420e-06	2.324800e-08	1	1.179170e-05	9.865860e-08	1	false	DILUPBiCGStab	1.062880e-05	5.064910e-08	1	true	GAMG	9.966180e-06	7.709660e-08	7	true	DILUPBiCGStab	4.936610e-06	2.465770e-08	1	true	DILUPBiCGStab	1.135830e-07	2.096340e-09	1	true	DILUPBiCGStab	5.285700e-06	2.464980e-09	1	true
676           	DILUPBiCGStab	7.433740e-06	2.324250e-08	1	1.177990e-05	9.863470e-08	1	false	DILUPBiCGStab	1.061290e-05	5.065130e-08	1	true	GAMG	9.967170e-06	7.722950e-08	7	true	DILUPBiCGStab	4.928040e-06	2.462300e-08	1	true	DILUPBiCGStab	1.135360e-07	2.094140e-09	1	true	DILUPBiCGStab	5.289000e-06	2.462980e-09	1	true
677           	DILUPBiCGStab	7.426020e-06	2.323670e-08	1	1.176790e-05	9.861420e-08	1	false	DILUPBiCGStab	1.059830e-05	5.065610e-08	1	true	GAMG	9.971330e-06	7.737440e-08	7	true	DILUPBiCGStab	4.932480e-06	2.461290e-08	1	true	DILUPBiCGStab	1.130960e-07	2.086980e-09	1	true	DILUPBiCGStab	5.291990e-06	2.459110e-09	1	true
678           	DILUPBiCGStab	7.418360e-06	2.323110e-08	1	1.175610e-05	9.859470e-08	1	false	DILUPBiCGStab	1.058310e-05	5.066010e-08	1	true	GAMG	9.974870e-06	7.750010e-08	7	true	DILUPBiCGStab	4.927740e-06	2.458580e-08	1	true	DILUPBiCGStab	1.130650e-07	2.084440e-09	1	true	DILUPBiCGStab	5.294660e-06	2.456850e-09	1	true
679           	DILUPBiCGStab	7.410750e-06	2.322560e-08	1	1.174450e-05	9.857760e-08	1	false	DILUPBiCGStab	1.056720e-05	5.066070e-08	1	true	GAMG	9.972500e-06	7.756840e-08	7	true	DILUPBiCGStab	4.920460e-06	2.455760e-08	1	true	DILUPBiCGStab	1.130420e-07	2.083720e-09	1	true	DILUPBiCGStab	5.296230e-06	2.454180e-09	1	true
680           	DILUPBiCGStab	7.403100e-06	2.321970e-08	1	1.173280e-05	9.856250e-08	1	false	DILUPBiCGStab	1.055280e-05	5.066770e-08	1	true	GAMG	9.969300e-06	7.768590e-08	7	true	DILUPBiCGStab	4.924320e-06	2.454710e-08	1	true	DILUPBiCGStab	1.125250e-07	2.074820e-09	1	true	DILUPBiCGStab	5.297890e-06	2.451510e-09	1	true
681           	DILUPBiCGStab	7.395510e-06	2.321400e-08	1	1.172130e-05	9.854880e-08	1	false	DILUPBiCGStab	1.053780e-05	5.067820e-08	1	true	GAMG	9.970910e-06	7.781120e-08	7	true	DILUPBiCGStab	4.921550e-06	2.452640e-08	1	true	DILUPBiCGStab	1.125050e-07	2.072400e-09	1	true	DILUPBiCGStab	5.300210e-06	2.448870e-09	1	true
682           	DILUPBiCGStab	7.387960e-06	2.320800e-08	1	1.171010e-05	9.853550e-08	1	false	DILUPBiCGStab	1.052210e-05	5.068370e-08	1	true	GAMG	9.967240e-06	7.787910e-08	7	true	DILUPBiCGStab	4.915090e-06	2.449470e-08	1	true	DILUPBiCGStab	1.124880e-07	2.071470e-09	1	true	DILUPBiCGStab	5.302180e-06	2.446360e-09	1	true
683           	DILUPBiCGStab	7.380350e-06	2.320170e-08	1	1.169920e-05	9.853400e-08	1	false	DILUPBiCGStab	1.050730e-05	5.068840e-08	1	true	GAMG	9.971200e-06	7.790640e-08	7	true	DILUPBiCGStab	4.916410e-06	2.442210e-08	1	true	DILUPBiCGStab	1.120030e-07	2.063120e-09	1	true	DILUPBiCGStab	5.298970e-06	2.442890e-09	1	true
684           	DILUPBiCGStab	7.372830e-06	2.319610e-08	1	1.168830e-05	9.852630e-08	1	false	DILUPBiCGStab	1.049250e-05	5.069340e-08	1	true	GAMG	9.994660e-06	7.789150e-08	7	true	DILUPBiCGStab	4.918260e-06	2.437620e-08	1	true	DILUPBiCGStab	1.118750e-07	2.059380e-09	1	true	DILUPBiCGStab	5.304530e-06	2.440900e-09	1	true
685           	DILUPBiCGStab	7.365360e-06	2.319060e-08	1	1.167730e-05	9.851570e-08	1	false	DILUPBiCGStab	1.047820e-05	5.069540e-08	1	true	GAMG	9.995270e-06	7.787040e-08	7	true	DILUPBiCGStab	4.920260e-06	2.433610e-08	1	true	DILUPBiCGStab	1.117780e-07	2.056980e-09	1	true	DILUPBiCGStab	5.305560e-06	2.439090e-09	1	true
686           	DILUPBiCGStab	7.357890e-06	2.318470e-08	1	1.166640e-05	9.850900e-08	1	false	DILUPBiCGStab	1.046340e-05	5.069850e-08	1	true	GAMG	9.988370e-06	7.792560e-08	7	true	DILUPBiCGStab	4.923340e-06	2.429920e-08	1	true	DILUPBiCGStab	1.115300e-07	2.052770e-09	1	true	DILUPBiCGStab	5.308200e-06	2.437090e-09	1	true
687           	DILUPBiCGStab	7.350440e-06	2.317890e-08	1	1.165580e-05	9.850420e-08	1	false	DILUPBiCGStab	1.044890e-05	5.070010e-08	1	true	GAMG	9.988340e-06	7.799300e-08	7	true	DILUPBiCGStab	4.921780e-06	2.426840e-08	1	true	DILUPBiCGStab	1.116180e-07	2.051700e-09	1	true	DILUPBiCGStab	5.309380e-06	2.435340e-09	1	true
688           	DILUPBiCGStab	7.342990e-06	2.317290e-08	1	1.164530e-05	9.850060e-08	1	false	DILUPBiCGStab	1.043370e-05	5.070240e-08	1	true	GAMG	9.990270e-06	7.812560e-08	7	true	DILUPBiCGStab	4.912340e-06	2.422640e-08	1	true	DILUPBiCGStab	1.113400e-07	2.047490e-09	1	true	DILUPBiCGStab	5.310920e-06	2.433180e-09	1	true
689           	DILUPBiCGStab	7.335570e-06	2.316690e-08	1	1.163530e-05	9.850280e-08	1	false	DILUPBiCGStab	1.041930e-05	5.070410e-08	1	true	GAMG	1.006040e-05	7.827710e-08	7	true	DILUPBiCGStab	4.911050e-06	2.419500e-08	1	true	DILUPBiCGStab	1.111310e-07	2.043990e-09	1	true	DILUPBiCGStab	5.312830e-06	2.431130e-09	1	true
690           	DILUPBiCGStab	7.328170e-06	2.316060e-08	1	1.162520e-05	9.850780e-08	1	false	DILUPBiCGStab	1.040470e-05	5.070710e-08	1	true	GAMG	1.016100e-05	7.846180e-08	7	true	DILUPBiCGStab	4.915240e-06	2.417070e-08	1	true	DILUPBiCGStab	1.108820e-07	2.040000e-09	1	true	DILUPBiCGStab	5.314670e-06	2.429260e-09	1	true
691           	DILUPBiCGStab	7.320840e-06	2.315460e-08	1	1.161520e-05	9.851690e-08	1	false	DILUPBiCGStab	1.039060e-05	5.070630e-08	1	true	GAMG	1.020380e-05	7.855880e-08	7	true	DILUPBiCGStab	4.915030e-06	2.415140e-08	1	true	DILUPBiCGStab	1.109170e-07	2.038830e-09	1	true	DILUPBiCGStab	5.316180e-06	2.427580e-09	1	true
692           	DILUPBiCGStab	7.313490e-06	2.314860e-08	1	1.160520e-05	9.851770e-08	1	false	DILUPBiCGStab	1.037610e-05	5.070780e-08	1	true	GAMG	1.018480e-05	7.866890e-08	7	true	DILUPBiCGStab	4.901730e-06	2.407430e-08	1	true	DILUPBiCGStab	1.106460e-07	2.033870e-09	1	true	DILUPBiCGStab	5.314670e-06	2.424980e-09	1	true
693           	DILUPBiCGStab	7.306220e-06	2.314260e-08	1	1.159540e-05	9.852410e-08	1	false	DILUPBiCGStab	1.036110e-05	5.070070e-08	1	true	GAMG	1.015790e-05	7.874050e-08	7	true	DILUPBiCGStab	4.897550e-06	2.402910e-08	1	true	DILUPBiCGStab	1.106690e-07	2.032680e-09	1	true	DILUPBiCGStab	5.317020e-06	2.422010e-09	1	true
694           	DILUPBiCGStab	7.298880e-06	2.313600e-08	1	1.158580e-05	9.853210e-08	1	false	DILUPBiCGStab	1.034720e-05	5.070400e-08	1	true	GAMG	1.014360e-05	7.883020e-08	7	true	DILUPBiCGStab	4.897060e-06	2.400900e-08	1	true	DILUPBiCGStab	1.101400e-07	2.026480e-09	1	true	DILUPBiCGStab	5.306970e-06	2.419400e-09	1	true
